_id,expert_userId,intitule,localisation,date_debut,date_fin,HT_TTC,replacement_or_creation,presentiel_distanciel,isClosed,forfait_remuneration,status,createdAt,updatedAt,hours_planned,note_communication,note_quality,note_level
64e8c02839328140f591f67c,6411b89643068357ef8423aa,Création d'entreprise,Bordeaux,14/04/2023,04/05/2023,HT,Création de poste,,VRAI,hourly,terminated,25/08/2023,1692975158679,36,,,
64e8643539328140f591f58e,62436c8cc60bd00898a38710,HADOOP,Bordeaux,08/01/2024,30/01/2024,TTC,reconduction,,FAUX,hourly,pending,25/08/2023,1692951612437,35,,,
64e59e6439328140f591edbd,5c7195db4d9bb55da5dbd836,Mener des négociations en anglais (in english),Lyon,16/11/2023,10/04/2024,TTC,Création,,VRAI,hourly,declined,23/08/2023,1695807567984,28,,,
64e317dd911dbb2585e113f4,62a26175d57a952ac7f6da01,Economie comportementale et décision financière,Bordeaux,09/01/2024,20/02/2024,TTC,Création,,FAUX,hourly,pending,21/08/2023,1692604389535,15,,,
64df450d4ddf3367193b80f1,61af1d312314dc0c6f4ad84f,Management de projet - retour sur investissement,Lille / Arras,22/05/2023,26/05/2023,TTC,Création de poste,,VRAI,hourly,pending,18/08/2023,1692353817840,14,,,
64df24b84ddf3367193b8022,5e5408393b7cd27e6511ff2f,Security Cloud et Identity Access Management,Lyon,01/09/2022,30/06/2023,TTC,Création de poste,,FAUX,hourly,pending,18/08/2023,1692345533011,24,,,
64de47794ddf3367193b7cbb,6307e55847b68d445cd2171e,reporting extra financier,Lyon,14/02/2023,02/04/2023,TTC,Création de poste,,VRAI,hourly,pending,17/08/2023,1692710765691,49,,,
64de29d3ba888158e0e66bef,61e595e841979a0867313cdd,correction des écrits de jury de soutenances de mémoire,Nantes,13/09/2023,15/09/2023,TTC,Création de poste,,FAUX,hourly,pending,17/08/2023,1693865400423,16,,,
64de2971ba888158e0e66beb,61e595e841979a0867313cdd,jury de soutenances mémoire,Nantes,13/09/2023,15/09/2023,TTC,Création de poste,,FAUX,hourly,pending,17/08/2023,1693865400413,21,,,
64dcb0c997d6b324b741de3e,6448e2eaac36522eab56d189,Formateur UX Design,"Mérignac, France",26/06/2023,29/06/2023,TTC,Autre,presentiel,VRAI,daily,terminated,16/08/2023,1692184786039,28,,,
64dcb0a097d6b324b741de3c,63ca9109e4ad45260849a4a7,Formateur Bases de Données Avancées Réseau,"Mérignac, France",25/07/2023,31/07/2023,TTC,création,presentiel,VRAI,daily,terminated,16/08/2023,1692184745329,35,,,
64d4f0a297d6b324b741d244,63ca9109e4ad45260849a4a7,Jury Soutenance ASRBD,Bordeaux,12/09/2023,15/09/2023,TTC,Création,,FAUX,hourly,pending,10/08/2023,1693779000263,23 Heures,,,
64d0c3ce97d6b324b741c436,622b3679316ade097cd55469,Droit de la propriété intellectuelle,,01/09/2023,31/05/2024,TTC,,,FAUX,hourly,pending,07/08/2023,1692828600211,"24,5",,,
64d0904997d6b324b741c354,5efc9f90e1feb14ac570d77a,Jury Soutenance ASRBD,Bordeaux,12/09/2023,15/09/2023,TTC,Création,,VRAI,hourly,declined,07/08/2023,1693410775946,23 Heures,,,
64cd0e2b643f6b152bdacdc1,5efc9f90e1feb14ac570d77a,Jury Concepteur Développeur d’Applications (CDA),Bordeaux,04/09/2023,15/09/2023,TTC,Création,,FAUX,hourly,pending,04/08/2023,1693830183263,46 Heures,,,
64cb75fc643f6b152bdaca72,5c59aa61ea9407248fdd4373,GESTION DES RISQUES DE LA PROPRIETE,Bordeaux,26/02/2024,11/06/2024,HT,Création,,FAUX,hourly,pending,03/08/2023,1691055617833,56,,,
64ca2a34643f6b152bdac8c8,63c061afe4ad45260849982a,Parfumerie,Bordeaux,01/09/2023,30/06/2024,TTC,Création,,FAUX,hourly,pending,02/08/2023,1692828600211,31,,,
64c3e2172a54af607b9247b4,61f8579f95e32c4827f99d61,Sobriété et accessibilité,Angouleme,05/02/2024,25/03/2022,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1690559003488,10,,,
64c3e1b92a54af607b9247b2,61f8579f95e32c4827f99d61,Evenementiel,Angouleme,29/02/2024,26/03/2022,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1690558908556,14,,,
64c3e1822a54af607b9247ad,61f8579f95e32c4827f99d61,Eco-conception d'un événement,Angouleme,09/02/2024,07/06/2022,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1690558854611,6,,,
64c3dfd42a54af607b9247a5,61d45c9cca71a24b561b8297,Traffic Management et Growth Hacking,Angoulême,18/03/2024,17/06/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1690558424773,16,,,
64c3df8f2a54af607b9247a2,61d45c9cca71a24b561b8297,Stratégie webmarketing,Angoulême,26/09/2023,23/01/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1694988600322,26,,,
64c3df452a54af607b92479c,61d45c9cca71a24b561b8297,Stratégie digitale,Angoulême,19/09/2023,23/01/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1694383800299,20,,,
64c3de302a54af607b924798,61d45c9cca71a24b561b8297,Méthode et objectifs smart,Angoulême,11/03/2024,10/06/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1690558003601,20,,,
64c3dce72a54af607b92478c,61d451b1ca71a24b561b8288,Rédaction Web,Angoulême,09/01/2024,28/03/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1690557681923,12,,,
64c3dc4f2a54af607b924789,61d451b1ca71a24b561b8288,Référencement SEA,Angoulême,22/03/2024,21/06/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1690557835279,10,,,
64c3db7e2a54af607b924780,616ff9f9db8a080f37bd0e80,Story Telling,Angouleme,03/10/2023,19/12/2023,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1695593400410,20,,,
64c3db192a54af607b924779,616ff9f9db8a080f37bd0e80,Savoir Convaincre,Angouleme,27/09/2023,24/01/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1695075000360,20,,,
64c3da962a54af607b924775,616ff9f9db8a080f37bd0e80,Relations presse,Angouleme,29/01/2024,27/05/2024,TTC,Création de poste,,FAUX,,pending,28/07/2023,1690557766796,16,,,
64c3d9d52a54af607b924765,61530fca24bf9a154545ce2b,Stratégie de communication,Angouleme,26/09/2023,26/06/2024,TTC,Création de poste,,FAUX,hourly,pending,28/07/2023,1694988600323,96,,,
64c239c802ad7455c86b99a1,5f4186f3c0f0425b7114e7bf,PREVENTION DES RISQUES ET DEMARCHE QUALITÉ,Bordeaux,24/04/2023,20/06/2023,HT,Création de poste,,FAUX,,pending,27/07/2023,1690450466554,21,,,
64c0d12d02ad7455c86b972d,64007b5e410cf44bb0d4bf4d,UX Guerilla testing,Toulouse,24/03/2023,16/06/2023,TTC,Création de poste,,VRAI,hourly,terminated,26/07/2023,1690358174056,11,,,
64bfe33602ad7455c86b9354,63c8fa9ee4ad45260849a226,B3-S2-Finances responsables,Lyon,04/04/2024,16/05/2024,TTC,Création,,FAUX,hourly,pending,25/07/2023,1690297222809,"24,5",5,5,5
64bf904e02ad7455c86b8efd,5df161ae89e8665746150467,Marketing sportif : Retail et grande distribution,Bordeaux,01/09/2022,30/06/2023,HT,Création de poste,,FAUX,,pending,25/07/2023,1697043397153,18 Heures,,,
64bf8f3202ad7455c86b8ee7,62436c8cc60bd00898a38710,outils de décisions statistiques,Bordeaux,01/09/2023,30/06/2024,HT,Création de poste,,FAUX,,pending,25/07/2023,1695636534265,35 Heures,,,
64bf8e5f02ad7455c86b8ee0,62436c8cc60bd00898a38710,Mathématiques appliquées,Bordeaux,23/11/2023,05/06/2024,HT,Création de poste,,FAUX,,pending,25/07/2023,1700003400671,35 Heures,,,
64be94c502ad7455c86b8c6d,628724ad8cd3654f46459a76,Risque de la co activité,Nantes,28/11/2023,01/12/2023,TTC,RECONDUCTION,,FAUX,hourly,pending,24/07/2023,1700435400633,20,,,
64be946302ad7455c86b8c66,628724ad8cd3654f46459a76,Gestion de crise,Nantes,07/11/2023,10/11/2023,TTC,RECONDUCTION,,FAUX,hourly,pending,24/07/2023,1698621000515,20,,,
64be940402ad7455c86b8c63,628724ad8cd3654f46459a76,Accessibilité,Nantes,23/01/2024,23/01/2024,TTC,RECONDUCTION,,FAUX,hourly,pending,24/07/2023,1690211337948,7,,,
64be93ab02ad7455c86b8c5f,628724ad8cd3654f46459a76,Risques professionnels,Nantes,04/10/2023,20/10/2023,TTC,RECONDUCTION,,FAUX,hourly,pending,24/07/2023,1695679800414,20,,,
64be915502ad7455c86b8c52,643b2f75c5fb5b42f45c32e4,Déployer et assurer le suivi qualité d’un SIRH,Bordeaux,01/09/2023,31/01/2024,TTC,Création,,FAUX,hourly,pending,24/07/2023,1695913281079,14,,,
64baad89044a1149b7ab9dd9,636df8f1231df95a4ccc050b,"Partager les principes clés et les mettre en application : tenir ses engagements , s'investir au quotidien, checher à s'améliorer en permanence ...",Le Mans,01/09/2023,30/11/2023,TTC,Création de poste,,FAUX,hourly,pending,21/07/2023,1692868077688,"32,5",,,
64ba2c22044a1149b7ab9bd4,63467b700fd435728656b81a,Formateur Culture Générale et Expressions (CGE),Bordeaux,,,TTC,Création de poste,,FAUX,hourly,pending,21/07/2023,1689922598027,49,,,
64b7b5b984e22e017f4944f4,5f1fca37c0f0425b7114d32e,Jury anglais,Bordeaux,27/04/2023,27/04/2023,TTC,Créa,,VRAI,hourly,terminated,19/07/2023,1689761217037,8,,,
64b79d0584e22e017f4944b4,63f889097eeabc22ed2a0f22,COMMUNITY MANAGEMENT,Bordeaux,13/11/2023,12/12/2023,HT,RECONDUCTION,,FAUX,hourly,pending,19/07/2023,1699139400546,14,,,
64b68c0984e22e017f4942e7,5efc9f90e1feb14ac570d77a,Sécurité des Réseaux,Bordeaux,01/09/2023,03/06/2024,TTC,Création,,FAUX,hourly,pending,18/07/2023,1692828600209,20,,,
64b68b9c84e22e017f4942e4,5f3a6545c0f0425b7114e2b3,Formateur réseaux informatiques : CISCO,Bordeaux,07/12/2022,05/01/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1692711858473,35,,,
64b68ae484e22e017f4942e2,5f3a6545c0f0425b7114e2b3,Formateur réseaux informatiques : Routing/Firewalling,Bordeaux,17/07/2023,31/08/2023,TTC,reconduction,,FAUX,hourly,pending,18/07/2023,1689759483767,35,5,5,5
64b665d786b3167b713c307a,62a26175d57a952ac7f6da01,Economie comportementale et décision financière,Bordeaux,09/01/2024,20/02/2024,TTC,Création,,FAUX,hourly,pending,18/07/2023,1689675228096,15,,,
64b6625586b3167b713c3069,62a4ee45d57a952ac7f6dbce,Découverte des principaux logiciels PACK OFFICE,Bordeaux,01/09/2023,31/12/2023,TTC,Création,,FAUX,hourly,pending,18/07/2023,1692828600197,60,,,
64b65cfc86b3167b713c3044,6464d3d67818b449e7acda42,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672966627,6,,,
64b65cbc86b3167b713c303d,63d0fd163d805d489fa396ca,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,pending,18/07/2023,1689672897576,6,,,
64b65cae86b3167b713c303a,6373d065231df95a4ccc0aaa,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672887599,6,,,
64b65ca186b3167b713c3038,6320937917c00b0d682dddfd,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672873027,6,,,
64b65c9186b3167b713c3035,62a30793d57a952ac7f6dac3,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672859441,6,,,
64b65c8286b3167b713c3032,6267a4c7dbfdea3ee421f3eb,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672844820,6,,,
64b65c7386b3167b713c302f,61fbbf8095e32c4827f9a01e,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672829175,6,,,
64b65c5586b3167b713c302b,61af1d312314dc0c6f4ad84f,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672812612,6,,,
64b65c5086b3167b713c302a,5ec448abe1feb14ac570abf4,Jury de bachelor - Leroy Merlin,Bordeaux,27/05/2023,27/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,18/07/2023,1689672803499,6,,,
64b5697a5b32d14c2c8daa00,63359acca473c11f4321409e,FINANCE INTERNATIONALE,Bordeaux,01/09/2022,31/05/2023,HT,Création,,VRAI,hourly,terminated,17/07/2023,1689610627765,7,,,
64b568ca5b32d14c2c8da9fc,63359acca473c11f4321409e,GRANDS PRINCIPES DE LA PLANIFICATION,Bordeaux,01/09/2022,31/07/2023,HT,,,VRAI,,terminated,17/07/2023,1689610450429,14,,,
64b568805b32d14c2c8da9f9,63359acca473c11f4321409e,OUTILS & ENJEUX DU CONTRÔLE DE GESTION,Bordeaux,03/10/2022,05/12/2022,HT,Création de poste,,VRAI,,terminated,17/07/2023,1692711873393,21,,,
64b568305b32d14c2c8da9f6,63359acca473c11f4321409e,PILOTAGE STRATEGIE FINANCIERE,Bordeaux,06/01/2023,03/03/2023,HT,Création de poste,,VRAI,hourly,terminated,17/07/2023,1692711889472,21,5,5,5
64b562c95b32d14c2c8da9d9,63359acca473c11f4321409e,Fondamentaux de la finance,Bordeaux,13/03/2023,02/05/2023,TTC,Création de poste,,VRAI,hourly,terminated,17/07/2023,1689608956749,18,5,5,5
64b552435b32d14c2c8da9a1,5e38614fb10daf306ef8ea42,Audit RH du groupe,Bordeaux,22/05/2023,31/07/2023,HT,Création de poste,,FAUX,daily,proposed,17/07/2023,1689604675173,,,,
64b53f145b32d14c2c8da93e,6182bca38ffce508636e0a08,JEE : TP,Bordeaux,01/09/2023,30/06/2024,TTC,Création,,FAUX,hourly,pending,17/07/2023,1692828600208,9,,,
64b53e715b32d14c2c8da93c,5cb5ec4ad10aab0a4c954e2d,Sécurité des SI : TP,Bordeaux,01/09/2023,03/06/2024,TTC,Création,,FAUX,hourly,pending,17/07/2023,1692828600202,12,,,
64b4f23a8e63f648f2a9a538,630d18de47b68d445cd21c9a,Jury RH Grand Oral,Bordeaux,14/06/2023,23/06/2023,HT,Création,,VRAI,hourly,terminated,17/07/2023,1689580102146,14,,,
64b4ec4b3ada0550cb50fe22,63d0fd163d805d489fa396ca,Relations commerciales,Bordeaux,01/09/2023,30/06/2024,TTC,Création,,FAUX,hourly,pending,17/07/2023,1692828600212,49,,,
64b0055bcb34de02d72d427f,63ca89dce4ad45260849a49e,Lancement produits / stratégie produits,bordeaux,01/01/2024,01/06/2024,TTC,créa,,FAUX,hourly,pending,13/07/2023,1689257315138,14,,,
64afd381cb34de02d72d4218,63922373e2c70e05e9307dcb,Immobilier de luxe,Bordeaux,01/09/2023,30/06/2024,TTC,,,FAUX,hourly,pending,13/07/2023,1692828600196,21,,,
64aed862cb34de02d72d408b,5fe207f46f28ac167974aaa5,JURY GESTION DE PROJET DIGITAL,TOULOUSE,13/07/2023,13/07/2023,,REMPLACEMENT,,VRAI,hourly,terminated,12/07/2023,1700925811964,4,,,
64ae7f17cb34de02d72d3fb8,62553ef6a6a5e0544be60948,Supply chain,Bordeaux,01/09/2023,30/06/2024,TTC,reconduction,,FAUX,hourly,pending,12/07/2023,1692828600210,36,"4,5",5,5
64ae7e1dcb34de02d72d3fb0,62553ef6a6a5e0544be60948,Supply chain,Bordeaux,10/11/2022,30/06/2023,TTC,Création,,VRAI,hourly,terminated,12/07/2023,1689157157351,36,,,
64ae787dcb34de02d72d3fac,63ca9109e4ad45260849a4a7,Jury Soutenance Infra,Bordeaux,17/07/2023,20/07/2023,,Création,,FAUX,hourly,pending,12/07/2023,1694861308970,,,,
64ad4a13ff8744752952202d,64a575dfe0843b7be97f5a84,Jury soutenance mémoire I2 DEV 1 & 2,Bordeaux,17/07/2023,21/07/2023,HT,Création,,FAUX,hourly,proposed,11/07/2023,1689078291280,6,,,
64ad2b44ff87447529521fdf,634814960fd435728656ba68,outils de reporting,Bordeaux,10/01/2023,14/02/2024,TTC,Reconduction,,FAUX,hourly,proposed,11/07/2023,1689070404025,36,,,
64ac20e50c73164841e4cd25,630644dc47b68d445cd2157d,Développer son univers métaverse,Toulouse,02/04/2024,13/06/2024,HT,reconduction,,FAUX,hourly,proposed,10/07/2023,1689002213212,36,,,
64ac208e0c73164841e4cd23,630644dc47b68d445cd2157d,Univers Métaverse et IA,Toulouse,02/04/2024,13/06/2024,HT,reconduction,,FAUX,,proposed,10/07/2023,1689002126396,36,,,
64ac207c0c73164841e4cd22,630644dc47b68d445cd2157d,Univers Métaverse et IA,Toulouse,02/04/2024,13/06/2024,HT,reconduction,,FAUX,,proposed,10/07/2023,1689002108304,36,,,
64ac20780c73164841e4cd21,630644dc47b68d445cd2157d,Univers Métaverse et IA,Toulouse,02/04/2024,13/06/2024,HT,reconduction,,FAUX,,proposed,10/07/2023,1689002104990,36,,,
64ac14080c73164841e4cceb,5df161ae89e8665746150467,Digital Management,Bordeaux,10/07/2023,10/07/2023,,Création,,FAUX,hourly,proposed,10/07/2023,1688998920640,28,,,
64ac13e30c73164841e4cce9,5df161ae89e8665746150467,Digital Management,Bordeaux,10/07/2023,10/07/2023,,Création,,FAUX,hourly,proposed,10/07/2023,1688998883703,28,,,
64ac0edf0c73164841e4cca7,5df161ae89e8665746150467,Digital Management,Bordeaux,10/07/2023,10/07/2023,,Création,,FAUX,hourly,proposed,10/07/2023,1688997599212,28,,,
64ac0e450c73164841e4cca1,5df161ae89e8665746150467,Digital Management,Bordeaux,10/07/2023,10/07/2023,,Création,,FAUX,hourly,proposed,10/07/2023,1688997445771,28,,,
64ac0da80c73164841e4cc9e,5df161ae89e8665746150467,Digital Management,Bordeaux,10/07/2023,10/07/2023,,Création,,FAUX,hourly,proposed,10/07/2023,1688997288881,28,,,
64ac0da10c73164841e4cc9d,5df161ae89e8665746150467,Digital Management,Bordeaux,10/07/2023,10/07/2023,,Création,,FAUX,hourly,proposed,10/07/2023,1688997281957,28,,,
64ac0b7c0c73164841e4cc8f,5df161ae89e8665746150467,INTELLIGENCE ECONOMIQUE ET PROSPECTIVE,Bordeaux,08/06/2023,08/06/2023,HT,,,FAUX,hourly,pending,10/07/2023,1688996736538,14,,,
64abca2e0c73164841e4cba8,62d28ea2c43a1c07852b7659,Bases de données - Conception/Administration,Bordeaux,26/06/2023,26/06/2023,,Créa,,FAUX,hourly,proposed,10/07/2023,1688980014909,30,,,
64abca1b0c73164841e4cba7,62d28ea2c43a1c07852b7659,Serveur WEB,Bordeaux,26/06/2023,26/06/2023,TTC,Créa,,FAUX,hourly,proposed,10/07/2023,1688979995803,30,,,
64abc9ed0c73164841e4cba6,62d28ea2c43a1c07852b7659,Bases de données - Conception/Administration,Bordeaux,26/06/2023,26/06/2023,,Créa,,FAUX,hourly,proposed,10/07/2023,1688979949839,30,,,
64abc9e00c73164841e4cba5,62d28ea2c43a1c07852b7659,Bases de données - Conception/Administration,Bordeaux,26/06/2023,26/06/2023,,Créa,,FAUX,hourly,proposed,10/07/2023,1688979936846,30,,,
64abc9c20c73164841e4cba4,62d28ea2c43a1c07852b7659,Social Engineering,Bordeaux,26/06/2023,26/06/2023,TTC,Créa,,FAUX,hourly,pending,10/07/2023,1693479785983,15,,,
64abc94b0c73164841e4cba0,60a774252fd32b12931542ca,Formateur RH - Optimisation de la politique de rémunération,Toulouse,13/12/2021,12/01/2022,TTC,Création de poste,,FAUX,,pending,10/07/2023,1688981935236,21,,,
64abc9410c73164841e4cb9f,60d3030a4497d2087fd5428a,Formateur RH - Méthode et outils de l’audit social,Toulouse,17/11/2022,14/12/2022,TTC,reconduction,,FAUX,,pending,10/07/2023,1697616727766,49,,,
64abc9060c73164841e4cb9e,640b1034ad121b1000e29686,Droit des contrats commerciaux,"Bordeaux, France",16/05/2024,13/06/2024,HT,reconduction +,,VRAI,hourly,declined,10/07/2023,1694610635914,42,,,
64abc8f40c73164841e4cb9d,640b1034ad121b1000e29686,Droit du numérique,"Bordeaux, France",16/05/2024,13/06/2024,HT,rreconduction,,VRAI,hourly,declined,10/07/2023,1694610366158,14,,,
64abc8b30c73164841e4cb9c,62d28ea2c43a1c07852b7659,Versionning et Repository,Bordeaux,26/06/2023,26/06/2023,,Créa,,FAUX,,proposed,10/07/2023,1688979635308,30,,,
64abc8a60c73164841e4cb9b,62d28ea2c43a1c07852b7659,Versionning et Repository,Bordeaux,26/06/2023,26/06/2023,,Créa,,FAUX,,proposed,10/07/2023,1688979622358,30,,,
64abc87d0c73164841e4cb9a,6261613a14c13d7d18f89dc0,Connaître ses moteurs de motivation,Bordeaux,01/09/2023,01/01/2024,TTC,Création,,FAUX,hourly,pending,10/07/2023,1692828600196,20,,,
64abc8690c73164841e4cb99,62c59d0003f9d052cb440124,Physique,Bordeaux,01/01/2024,30/05/2024,TTC,Création,,FAUX,hourly,pending,10/07/2023,1693387764514,60,,,
64abc8520c73164841e4cb98,5cb5ec4ad10aab0a4c954e2d,Sécurité des SI,Bordeaux,01/09/2023,03/06/2024,TTC,Création,,FAUX,hourly,pending,10/07/2023,1692828600195,36,,,
64abc8210c73164841e4cb96,6182bca38ffce508636e0a08,JEE,Bordeaux,01/09/2023,30/06/2024,TTC,Création,,FAUX,hourly,proposed,10/07/2023,1688979489606,30,,,
64abc8130c73164841e4cb95,62a30793d57a952ac7f6dac3,Jury RH,Bordeaux,14/06/2023,23/06/2023,HT,Création,,FAUX,hourly,proposed,10/07/2023,1688979475269,,,,
64abc80c0c73164841e4cb94,5d52d63f2ddad254078719c2,Jury RH,Bordeaux,14/06/2023,23/06/2023,HT,Création,,FAUX,hourly,proposed,10/07/2023,1688979468292,,,,
64abc7f80c73164841e4cb93,62d28ea2c43a1c07852b7659,Administrer son parc informatique en Powershell,Bordeaux,08/06/2023,08/06/2023,,créa,,FAUX,hourly,pending,10/07/2023,1693478726234,15,,,
64abc7950c73164841e4cb91,63dbf33cbecf325848a4a3df,U5 MANAGEMENT DE L'ACTIVITE TECHNICO-COMMERCIALE,Bordeaux,06/09/2023,30/06/2024,TTC,Création de poste,,FAUX,hourly,pending,10/07/2023,1693260600230,70,,,
64abc7900c73164841e4cb90,6267a4c7dbfdea3ee421f3eb,U5 MANAGEMENT DE L'ACTIVITE TECHNICO-COMMERCIALE,Bordeaux,06/09/2023,30/06/2024,TTC,Création de poste,,FAUX,hourly,proposed,10/07/2023,1688979344478,70,,,
64abc70b0c73164841e4cb8c,61e595e841979a0867313cdd,Construire et développer le portefeuille client,Nantes,22/01/2024,06/03/2024,TTC,Création de poste,,FAUX,hourly,pending,10/07/2023,1688982150915,18,,,
64abc6ed0c73164841e4cb8b,63a2fc67783ece5a08668cfa,"Gérer son parc informatique avec le cloud : Endpoint Manager, Microsoft 365",Bordeaux,31/01/2024,03/06/2024,TTC,créa,,FAUX,hourly,pending,10/07/2023,1694176616519,30,,,
64abc6e90c73164841e4cb8a,63a2fc67783ece5a08668cfa,"Gérer son parc informatique avec le cloud : Endpoint Manager, Microsoft 365",Bordeaux,31/01/2024,03/06/2024,TTC,créa,,FAUX,hourly,proposed,10/07/2023,1688979177478,30,,,
64abc6dc0c73164841e4cb88,63ca9109e4ad45260849a4a7,CCNA Partie 2,Bordeaux,31/01/2024,30/06/2024,TTC,créa,,FAUX,hourly,pending,10/07/2023,1693560385183,15,,,
64abc6b70c73164841e4cb87,61e595e841979a0867313cdd,Fidéliser le client,Nantes,22/01/2024,06/03/2024,TTC,Création de poste,,FAUX,,pending,10/07/2023,1688979193713,14,,,
64abc6b40c73164841e4cb86,63ca9109e4ad45260849a4a7,CCNA Partie 1,Bordeaux,01/09/2023,31/01/2024,TTC,créa,,FAUX,hourly,pending,10/07/2023,1693560359581,30,,,
64abc69b0c73164841e4cb85,5c5860d5ea9407248fdd4365,Méthodologie d'organisation du travail,Bordeaux,01/09/2023,31/01/2024,TTC,créa,,FAUX,hourly,pending,10/07/2023,1694791492027,30,,,
64abc67e0c73164841e4cb84,63a2fc67783ece5a08668cfa,Gestion de parc informatiques,Bordeaux,01/09/2023,31/01/2024,TTC,créa,,FAUX,hourly,proposed,10/07/2023,1688979070085,60,,,
64abc6640c73164841e4cb83,63a2fc67783ece5a08668cfa,Les systèmes d'exploitation Windows et Linux,Bordeaux,01/09/2023,31/01/2024,TTC,créa,,FAUX,hourly,pending,10/07/2023,1696784960741,90,,,
64abc6520c73164841e4cb82,5f3ab595c0f0425b7114e31e,Option Creation Design : Prise de Vue / Motion Design,Bordeaux,01/09/2023,30/01/2024,,Création,,FAUX,hourly,proposed,10/07/2023,1688979026151,30,,,
64abc6410c73164841e4cb81,5f3ab595c0f0425b7114e31e,Motion Design,Bordeaux,01/02/2024,30/06/2023,,Création,,FAUX,hourly,proposed,10/07/2023,1688979009731,45,,,
64abc59e0c73164841e4cb7c,61e595e841979a0867313cdd,gestion clients et l’administration des ventes,Nantes,22/01/2024,06/03/2024,TTC,Création de poste,,FAUX,hourly,pending,10/07/2023,1688979156921,14,,,
64abc52f0c73164841e4cb79,646b68807818b449e7ace454,Import / Export,Bordeaux,28/08/2023,31/07/2024,TTC,Création de poste,,FAUX,hourly,pending,10/07/2023,1692483000221,14,,,
64a991630c73164841e4c964,611c8bdb8ae28b087046c9e8,Jury pour Oraux d'examen - Anglais,Bordeaux,15/06/2023,15/06/2023,TTC,Création,,VRAI,daily,terminated,08/07/2023,1701419333600,7,,,
64a990300c73164841e4c960,636a11e363803607b5162437,"Encadrer les aspects juridiques des projets de créations/développement (structure juridique, marques, brevets, …)",Bordeaux,19/06/2023,23/06/2023,HT,Création de poste,,VRAI,hourly,terminated,08/07/2023,1688834108472,14,5,5,5
64a6cab4e0843b7be97f5d64,5f1fca37c0f0425b7114d32e,formateur en anglais BTS CI 1,Bordeaux,29/08/2022,31/07/2023,TTC,Création de poste,,VRAI,hourly,terminated,06/07/2023,1688652568216,"87,5",,,
64a6c79de0843b7be97f5d55,5f1fca37c0f0425b7114d32e,formateur en anglais BTS CI 1,Bordeaux,,,TTC,RECONDUCTION,,FAUX,hourly,pending,06/07/2023,1688651687799,"87,5",5,5,5
64a6bb5de0843b7be97f5d24,64240ef518aa0344da152744,Sélectionner une plateforme logistique,Lyon,30/11/2023,14/12/2023,TTC,Création de poste,,FAUX,hourly,proposed,06/07/2023,1688648541949,24,,,
64a57f0ce0843b7be97f5ac3,62330d689bdf0c49877f8828,Assistant(e) administratif opérationnel,Bordeaux,,,HT,Création de poste,,FAUX,daily,pending,05/07/2023,1690393763353,,,,
64a44b4ee0843b7be97f573c,62330d689bdf0c49877f8828,Assistant(e) administratif opérationnel,Bordeaux,01/03/2022,,HT,Création de poste,,FAUX,daily,pending,04/07/2023,1688488786568,,,,
64a3edc9e0843b7be97f560d,613083c6e10a3b071620d817,M1-S1-Droit fiscal,Lyon,27/11/2023,22/01/2024,TTC,Création,,FAUX,hourly,proposed,04/07/2023,1688464841374,"24,5",,,
64a3e99ee0843b7be97f55ea,608834042fd32b1293152b97,Etudes de marché,Aix-Marseille,27/11/2023,22/01/2024,TTC,Création,,FAUX,hourly,pending,04/07/2023,1700349000642,21,,,
