_id,civility,howWeMet,mailing,createdAt,updatedAt,validatedEmail,data
655ca1880972f25b9dfca6f6,male,linkedin,False,21/10/2023,2023-11-21 12:47:31.049,True,user
655c81e70972f25b9dfca68b,male,linkedin,True,21/10/2023,2023-11-21 10:18:25.897,True,user
655c67287c95b656962438da,male,recherche web,False,21/10/2023,2023-11-30 07:56:58.347,True,user
655c60927c95b656962438c4,male,linkedin,True,21/10/2023,2023-11-21 07:57:33.891,True,user
655b76cc203e6a22c9ef0781,male,recherche web,False,20/10/2023,2023-12-01 14:00:37.735,True,user
655b7467203e6a22c9ef0779,female,autre,True,20/10/2023,2023-11-20 15:02:27.970,True,user
65579b14203e6a22c9ef013b,male,bouche à oreille,False,17/10/2023,2023-12-04 07:55:01.031,True,user
6557927e203e6a22c9ef011d,male,autre,False,17/10/2023,2023-11-20 15:21:46.940,True,user
6555d085203e6a22c9eefea0,female,bouche à oreille,True,16/10/2023,2023-11-16 08:19:17.852,True,user
6555ce51203e6a22c9eefe98,male,linkedin,False,16/10/2023,2023-11-16 08:46:43.811,True,user
65552a06203e6a22c9eefe21,female,bouche à oreille,False,15/10/2023,2023-11-15 20:59:52.883,True,user
6554ea72203e6a22c9eefdf0,female,linkedin,False,15/10/2023,2023-11-15 16:01:50.611,True,user
6554dd20203e6a22c9eefdd7,female,autre,False,15/10/2023,2023-11-16 08:50:17.280,True,user
6554dba6203e6a22c9eefdcc,male,bouche à oreille,False,15/10/2023,2023-11-17 09:31:05.523,True,user
6554a9f6203e6a22c9eefda7,male,bouche à oreille,False,15/10/2023,2023-11-15 12:15:49.123,True,user
65549e7b203e6a22c9eefd8e,male,linkedin,True,15/10/2023,2023-11-23 13:39:35.565,True,user
655493c0203e6a22c9eefd84,male,recherche web,True,15/10/2023,2023-11-15 10:50:28.653,True,user
65537982203e6a22c9eefc2c,female,bouche à oreille,False,14/10/2023,2023-11-14 13:54:49.127,True,user
65525690203e6a22c9eefa69,male,autre,True,13/10/2023,2023-11-13 17:31:31.346,True,user
65524555203e6a22c9eefa4a,male,bouche à oreille,False,13/10/2023,2023-12-01 09:44:15.433,True,user
6552353c72811d2ae603e4a6,male,autre,False,13/10/2023,2023-11-29 16:53:39.528,True,user
6552353872811d2ae603e4a4,female,bouche à oreille,True,13/10/2023,2023-11-21 14:25:34.727,True,user
6551fe6372811d2ae603e418,female,bouche à oreille,True,13/10/2023,2023-11-13 11:47:56.187,True,user
6551d14c72811d2ae603e37c,female,linkedin,True,13/10/2023,2023-11-22 08:26:06.651,True,user
6551201672811d2ae603e241,female,bouche à oreille,False,12/10/2023,2023-11-21 18:40:38.425,True,user
65509a3172811d2ae603e0e3,female,linkedin,True,12/10/2023,2023-11-12 09:45:00.182,True,user
654e4cc272811d2ae603de76,female,bouche à oreille,True,10/10/2023,2023-11-10 15:33:37.233,True,user
654e196172811d2ae603de39,male,linkedin,False,10/10/2023,2023-11-10 11:52:49.941,True,user
654d02b472811d2ae603dc97,male,linkedin,False,09/10/2023,2023-11-10 07:37:56.197,True,user
654cef5472811d2ae603dc5f,female,bouche à oreille,False,09/10/2023,2023-12-01 09:32:00.928,True,user
654cddc672811d2ae603dc1d,female,bouche à oreille,False,09/10/2023,2023-11-28 09:40:33.998,True,user
654bcbe872811d2ae603d9e9,male,autre,False,08/10/2023,2023-11-08 18:49:46.892,True,user
654ba0c772811d2ae603d8f0,male,entreprise partenaire,True,08/10/2023,2023-11-20 12:31:09.037,True,user
654b447b72811d2ae603d6cf,male,linkedin,True,08/10/2023,2023-11-08 09:10:09.748,True,user
654aa4e472811d2ae603d4dd,male,linkedin,False,07/10/2023,2023-11-17 07:58:51.898,True,user
654a667b72811d2ae603d47b,male,linkedin,False,07/10/2023,2023-11-07 17:14:21.520,True,user
654a4fc272811d2ae603d439,male,bouche à oreille,False,07/10/2023,2023-11-08 13:28:55.963,True,user
654a473572811d2ae603d404,male,autre,False,07/10/2023,2023-11-13 14:59:50.878,True,user
654a037e72811d2ae603d331,female,linkedin,True,07/10/2023,2023-11-07 10:39:02.316,True,user
6549f18f72811d2ae603d25b,female,autre,True,07/10/2023,2023-11-09 13:34:30.336,True,user
6549dd3c72811d2ae603d192,male,recherche web,False,07/10/2023,2023-11-07 06:46:20.533,,user
65490e1f72811d2ae603cfd2,male,linkedin,False,06/10/2023,2023-11-24 09:16:57.325,True,user
6548bdef72811d2ae603cefa,male,linkedin,False,06/10/2023,2023-11-06 10:23:36.470,True,user
6547647572811d2ae603cd0b,female,autre,False,05/10/2023,2023-11-15 14:59:06.446,True,user
654656f272811d2ae603cbf9,female,bouche à oreille,False,04/10/2023,2023-11-16 11:32:25.634,True,user
6545144c816ec424b04c5891,male,autre,True,03/10/2023,2023-11-03 15:39:56.354,,user
65450aea816ec424b04c587a,female,autre,True,03/10/2023,2023-11-28 15:29:01.512,True,user
6543c2e78bc3c608241a0552,male,bouche à oreille,False,02/10/2023,2023-11-02 18:42:17.632,True,user
6543bcca8bc3c608241a0541,female,autre,False,02/10/2023,2023-11-02 15:43:54.225,True,user
6542ba488bc3c608241a0321,male,bouche à oreille,False,01/10/2023,2023-11-20 12:53:56.689,True,user
6541378e8bc3c608241a0058,male,bouche à oreille,True,31/010/2023,2023-11-09 08:28:51.211,True,user
65412ba8807b0265e77ec3b3,male,linkedin,False,31/010/2023,2023-11-14 18:32:04.831,True,user
65411787807b0265e77ec37c,male,autre,True,31/010/2023,2023-10-31 15:10:20.751,True,user
653fd457807b0265e77ec087,male,bouche à oreille,False,30/010/2023,2023-10-31 15:53:35.298,True,user
653fc4f8807b0265e77ec04d,male,bouche à oreille,True,30/010/2023,2023-11-16 15:01:59.647,True,user
653fb276807b0265e77ec00b,male,bouche à oreille,False,30/010/2023,2023-11-14 10:28:21.567,True,user
653f89bc807b0265e77ebf83,male,bouche à oreille,True,30/010/2023,2023-11-14 10:27:00.072,True,user
653f82bc807b0265e77ebf79,male,bouche à oreille,False,30/010/2023,2023-10-30 10:49:14.253,True,user
653f60a132b0f5614e05ce16,male,linkedin,False,30/010/2023,2023-11-21 14:04:51.800,True,user
653defc5737ecd3f92136ac4,male,autre,True,29/010/2023,2023-11-14 17:59:58.545,True,user
653cfe0c737ecd3f921367ff,female,bouche à oreille,True,28/010/2023,2023-10-28 13:14:49.990,True,user
653b83285b0ddd07d925e5dd,female,linkedin,False,27/010/2023,2023-10-27 10:03:25.747,True,user
653ac0815b0ddd07d925e548,female,entreprise partenaire,False,26/010/2023,2023-11-02 15:04:18.595,True,user
653abaf05b0ddd07d925e51c,male,bouche à oreille,True,26/010/2023,2023-10-26 19:16:00.483,True,user
653a7e315b0ddd07d925e4ad,female,linkedin,False,26/010/2023,2023-11-02 14:50:52.958,True,user
653a34d95b0ddd07d925e38e,male,bouche à oreille,False,26/010/2023,2023-10-26 09:43:53.893,True,user
65392cd65b0ddd07d925e10a,male,entreprise partenaire,False,25/010/2023,2023-11-06 17:12:53.134,True,user
6537a9d25b0ddd07d925dc39,female,autre,False,24/010/2023,2023-10-24 11:26:10.823,True,user
6537965f5b0ddd07d925dc00,male,bouche à oreille,True,24/010/2023,2023-11-06 15:50:14.765,True,user
653795545b0ddd07d925dbf2,female,parrainage,False,24/010/2023,2023-11-28 09:06:19.814,True,user
65376c325b0ddd07d925db31,female,entreprise partenaire,True,24/010/2023,2023-10-24 07:03:14.536,True,user
653669085b0ddd07d925d86f,female,linkedin,False,23/010/2023,2023-10-24 12:07:26.802,True,user
653655f25b0ddd07d925d7bd,female,bouche à oreille,False,23/010/2023,2023-12-04 12:46:43.465,True,user
65362e3f5b0ddd07d925d72e,male,autre,False,23/010/2023,2023-10-23 08:27:30.626,True,user
653543225b0ddd07d925d5d7,female,recherche web,False,22/010/2023,2023-11-04 14:14:58.765,True,user
65343f385b0ddd07d925d4b8,female,bouche à oreille,False,21/010/2023,2023-10-31 14:32:43.755,True,user
6533f3895b0ddd07d925d47d,female,linkedin,False,21/010/2023,2023-11-03 10:24:52.246,True,user
6532a1235b0ddd07d925d209,male,entreprise partenaire,False,20/010/2023,2023-11-21 10:14:35.874,True,user
65313dd25b0ddd07d925cf47,male,bouche à oreille,True,19/010/2023,2023-11-09 08:58:15.524,True,user
65310d1b5b0ddd07d925cf16,female,autre,False,19/010/2023,2023-11-07 11:11:21.895,True,user
6530ebba5b0ddd07d925cee4,female,bouche à oreille,False,19/010/2023,2023-10-19 10:05:00.217,True,user
652f99255b0ddd07d925cc9d,male,bouche à oreille,True,18/010/2023,2023-11-06 14:27:32.272,True,user
652f7d2b5b0ddd07d925cc46,male,bouche à oreille,False,18/010/2023,2023-10-31 15:11:43.617,True,user
652e89475b0ddd07d925cad8,male,recherche web,False,17/010/2023,2023-11-20 15:43:59.964,True,user
652e853d5b0ddd07d925cacb,female,bouche à oreille,True,17/010/2023,2023-11-21 11:05:32.339,True,user
652e598b5b0ddd07d925ca49,male,autre,False,17/010/2023,2023-10-17 09:59:00.174,True,user
652e36f25b0ddd07d925c9e5,female,autre,True,17/010/2023,2023-11-10 08:54:44.195,True,user
652d57a15b0ddd07d925c880,female,linkedin,False,16/010/2023,2023-10-18 11:28:39.004,True,user
652c1b365b0ddd07d925c53b,male,autre,False,15/010/2023,2023-10-15 18:15:19.722,True,user
65296f575b0ddd07d925c0b4,male,autre,True,13/010/2023,2023-12-04 11:41:58.942,True,user
652901ff5b0ddd07d925bf39,female,autre,True,13/010/2023,2023-10-26 06:59:39.951,True,user
6528fcf75b0ddd07d925bf13,male,linkedin,True,13/010/2023,2023-10-27 10:00:53.647,True,user
652846955b0ddd07d925bde4,female,bouche à oreille,False,12/010/2023,2023-10-12 19:18:45.013,True,user
6527f4cf5b0ddd07d925bd4d,male,autre,False,12/010/2023,2023-10-12 14:17:54.525,True,user
6527f3875b0ddd07d925bd4b,male,linkedin,False,12/010/2023,2023-10-31 18:10:44.522,True,user
6527f0e85b0ddd07d925bd41,male,bouche à oreille,False,12/010/2023,2023-10-12 22:02:11.785,True,user
6527bdaa5b0ddd07d925bcac,male,linkedin,True,12/010/2023,2023-10-13 10:42:04.257,True,user
6526bec35b0ddd07d925b9af,male,bouche à oreille,False,11/010/2023,2023-10-31 08:28:38.211,True,user
6526bb655b0ddd07d925b9a8,male,autre,False,11/010/2023,2023-10-11 15:16:46.782,True,user
65267a3b5b0ddd07d925b8e7,male,bouche à oreille,False,11/010/2023,2023-10-11 11:07:13.302,True,user
652672225b0ddd07d925b8c9,male,autre,True,11/010/2023,2023-10-11 10:43:01.350,True,user
65258a4a5b0ddd07d925b6df,male,bouche à oreille,True,10/010/2023,2023-11-21 10:26:59.714,True,user
6525700e5b0ddd07d925b6c1,male,bouche à oreille,True,10/010/2023,2023-10-24 07:55:56.782,True,user
652474f25b0ddd07d925b385,female,autre,True,09/010/2023,2023-10-10 14:47:30.166,True,user
6524155e5b0ddd07d925b1db,female,bouche à oreille,False,09/010/2023,2023-10-18 08:43:55.910,True,user
6522e5385b0ddd07d925af5c,male,autre,True,08/010/2023,2023-11-21 22:51:38.461,True,user
6521ab56d2ebbd6640a84273,male,recherche web,False,07/010/2023,2023-12-01 10:03:41.919,True,user
65202cbad2ebbd6640a83ca4,female,bouche à oreille,False,06/010/2023,2023-10-06 16:09:08.827,True,user
651ffdd6d2ebbd6640a83c01,male,recherche web,True,06/010/2023,2023-10-06 12:32:50.905,True,user
651fe56bd2ebbd6640a83b68,female,recherche web,True,06/010/2023,2023-10-06 12:30:49.595,True,user
651fbaabd2ebbd6640a83ad8,female,autre,True,06/010/2023,2023-10-06 08:24:53.099,True,user
651fb8e4d2ebbd6640a83acd,male,recherche web,False,06/010/2023,2023-10-17 12:59:02.021,True,user
651e9c90d2ebbd6640a836b1,female,autre,False,05/010/2023,2023-10-05 11:22:56.719,True,user
651e4ebdd2ebbd6640a835b0,female,autre,True,05/010/2023,2023-10-05 05:50:53.194,True,user
651d7416d2ebbd6640a8331a,male,bouche à oreille,False,04/010/2023,2023-10-04 15:38:07.733,True,user
651d69f5d2ebbd6640a83301,female,autre,True,04/010/2023,2023-10-09 08:43:26.162,True,user
651d1607d2ebbd6640a83150,male,linkedin,False,04/010/2023,2023-10-19 14:29:48.551,True,user
651d11d7d2ebbd6640a8313d,female,linkedin,False,04/010/2023,2023-10-13 07:43:11.508,True,user
651c12b7d2ebbd6640a82d44,female,bouche à oreille,True,03/010/2023,2023-10-03 14:58:45.390,True,user
651be65ad2ebbd6640a82c4f,female,autre,False,03/010/2023,2023-10-03 10:44:46.134,True,user
651bdde1d2ebbd6640a82c0b,male,autre,False,03/010/2023,2023-10-13 08:38:43.086,True,user
651bd1dcd2ebbd6640a82ba8,female,autre,True,03/010/2023,2023-10-11 06:57:27.616,True,user
651bc6c6d2ebbd6640a82b56,female,bouche à oreille,False,03/010/2023,2023-10-03 07:46:13.996,True,user
651b039ed2ebbd6640a829db,male,autre,True,02/010/2023,2023-10-12 06:39:51.018,True,user
651af61dd2ebbd6640a8296a,female,entreprise partenaire,False,02/010/2023,2023-10-02 17:01:09.689,True,user
651ae032d2ebbd6640a8290e,female,linkedin,False,02/010/2023,2023-10-02 15:48:54.350,True,user
651adfaad2ebbd6640a82908,female,linkedin,True,02/010/2023,2023-10-11 09:58:08.852,True,user
651ac052d2ebbd6640a827cc,female,linkedin,False,02/010/2023,2023-10-02 13:06:26.738,True,user
651a7b2cd2ebbd6640a826fa,female,bouche à oreille,False,02/010/2023,2023-10-02 09:18:55.539,True,user
651a7036d2ebbd6640a826bd,male,autre,False,02/010/2023,2023-10-12 10:38:44.915,True,user
6519e1bed2ebbd6640a825f1,female,autre,True,01/010/2023,2023-10-03 14:00:14.535,True,user
6519116cd2ebbd6640a823e4,female,bouche à oreille,False,01/010/2023,2023-10-22 09:59:08.211,True,user
6518783ed2ebbd6640a822cd,male,entreprise partenaire,False,30/09/2023,2023-10-06 08:32:06.911,True,user
6517ec89d2ebbd6640a82170,male,linkedin,True,30/09/2023,2023-10-06 09:40:26.163,True,user
6517bf5ad2ebbd6640a820fa,male,linkedin,False,30/09/2023,2023-09-30 06:25:30.445,True,user
6517267fd2ebbd6640a82020,female,autre,False,29/09/2023,2023-09-29 19:38:52.246,True,user
65171fc5d2ebbd6640a81fde,female,autre,True,29/09/2023,2023-09-29 19:18:56.795,True,user
651705c3d2ebbd6640a81f7c,female,bouche à oreille,False,29/09/2023,2023-09-29 17:16:39.338,True,user
6516f3b8d2ebbd6640a81eee,male,linkedin,False,29/09/2023,2023-09-29 16:05:54.540,True,user
6516f393d2ebbd6640a81eec,male,linkedin,False,29/09/2023,2023-10-04 12:09:02.657,True,user
6516f20ad2ebbd6640a81ee6,female,autre,True,29/09/2023,2023-10-15 05:21:16.818,True,user
6516e2e1d2ebbd6640a81e79,male,bouche à oreille,False,29/09/2023,2023-09-29 15:20:35.780,True,user
6516e124d2ebbd6640a81e6a,female,recherche web,True,29/09/2023,2023-09-29 14:58:04.061,True,user
6516d5d0d2ebbd6640a81df9,female,autre,True,29/09/2023,2023-09-29 13:59:53.710,True,user
6516d584d2ebbd6640a81df6,male,linkedin,False,29/09/2023,2023-09-29 14:00:46.089,True,user
6516c9a7950b955d42c72b15,male,autre,False,29/09/2023,2023-10-02 16:12:00.104,True,user
6516c6eb950b955d42c72af2,male,linkedin,False,29/09/2023,2023-10-02 13:17:08.470,True,user
6516c62d950b955d42c72aed,male,linkedin,False,29/09/2023,2023-10-15 19:22:48.480,True,user
6516c1e2950b955d42c72ad8,male,linkedin,False,29/09/2023,2023-09-29 12:47:19.811,True,user
6516bf02950b955d42c72acd,male,autre,True,29/09/2023,2023-09-29 12:13:02.380,True,user
6516bc2a950b955d42c72acb,female,association partenaire,True,29/09/2023,2023-10-10 06:54:10.159,True,user
6516b1b9950b955d42c72abb,male,autre,False,29/09/2023,2023-09-29 12:35:45.521,True,user
6516acff950b955d42c72ab9,male,autre,True,29/09/2023,2023-10-17 07:08:39.155,True,user
6516acbf950b955d42c72ab7,female,bouche à oreille,True,29/09/2023,2023-10-04 08:30:50.697,True,user
651685533191de18b338e500,male,linkedin,False,29/09/2023,2023-11-27 09:56:28.519,True,user
651595f23191de18b338e296,male,autre,False,28/09/2023,2023-10-05 17:20:00.342,True,user
651581823191de18b338e1c9,male,recherche web,True,28/09/2023,2023-11-06 23:14:50.070,True,user
651575413191de18b338e1a6,male,linkedin,False,28/09/2023,2023-09-28 13:48:56.855,True,user
651551ee3191de18b338e10d,female,recherche web,True,28/09/2023,2023-09-28 10:14:06.131,True,user
651536e9752b341f180e9283,female,autre,True,28/09/2023,2023-10-03 08:57:41.747,True,user
651531ae752b341f180e9275,female,autre,True,28/09/2023,2023-09-28 12:56:04.307,True,user
65146b4f752b341f180e912c,female,autre,False,27/09/2023,2023-10-04 19:20:08.041,True,user
65143c6a752b341f180e9057,female,bouche à oreille,False,27/09/2023,2023-09-27 14:43:19.142,True,user
65141f1e752b341f180e8f8d,female,bouche à oreille,True,27/09/2023,2023-09-27 13:26:17.362,True,user
65140970752b341f180e8f66,male,bouche à oreille,False,27/09/2023,2023-10-26 12:56:46.626,True,user
6513eb49752b341f180e8ee9,male,linkedin,False,27/09/2023,2023-09-27 09:03:40.857,True,user
