_id,type,companyOrSchool,civility,howWeMet,createdAt,updatedAt,validatedEmail,company.type,company.address,company.tvaNumber,lastConnection,,"La colonne ""companyOrSchool"" est une précision du type de client. La collection profile contient les profils de type ""expert"" et ""company"".
Dans les profils de type ""company"" nous faisons la distinctions entre les entreprises (company) et les écoles (school). "
654e4cc272811d2ae603de76,company,company,female,bouche à oreille,10/10/2023,1699630417233,VRAI,SAS,"212 Avenue de Tivoli, Le Bouscat, France",20,,,
654a473572811d2ae603d404,company,school,male,autre,07/10/2023,1699887590878,VRAI,SAS,"22 IMPASSE CHARLES FOURIER, 31200 TOULOUSE",,1699887590875,,
6549f18f72811d2ae603d25b,company,school,female,autre,07/10/2023,1699536870336,VRAI,SA,"6 Place Ravezies, Bordeaux, France",0,1699536870335,,
653655f25b0ddd07d925d7bd,company,school,female,bouche à oreille,23/010/2023,1701694003465,VRAI,SAS,"4 Quai des Queyries, Bordeaux, France",20,1701694003461,,
65362e3f5b0ddd07d925d72e,company,company,male,autre,23/010/2023,1698049650626,VRAI,SAS,"25 Rue Marcel Issartier, Mérignac, France",20,,,
65343f385b0ddd07d925d4b8,company,school,female,bouche à oreille,21/010/2023,1698762763755,VRAI,SAS,"3-5 Allée des Acacias, Mérignac, France",0,,,
6530ebba5b0ddd07d925cee4,company,school,female,bouche à oreille,19/010/2023,1697709900217,VRAI,,"349, rue de la Cavalade - 34000 Montpellier",0,,,
652e853d5b0ddd07d925cacb,company,school,female,bouche à oreille,17/010/2023,1700564732339,VRAI,SAS,"Le Village by CA Aquitaine, Cours du 30 Juillet, Bordeaux, France",20,1700564732318,,
652e598b5b0ddd07d925ca49,company,company,male,autre,17/010/2023,1697536740174,VRAI,SAS,"16 Rue Sainte-Foy, Paris, France",20,,,
652846955b0ddd07d925bde4,company,company,female,bouche à oreille,12/010/2023,1697138325013,VRAI,,,,,,
6524155e5b0ddd07d925b1db,company,school,female,bouche à oreille,09/010/2023,1697618635910,VRAI,ASSO,"10 Rue René Cassin, Bordeaux, France",0,1697618635908,,
651fe56bd2ebbd6640a83b68,company,school,female,recherche web,06/010/2023,1696595449595,VRAI,,,,1696595449587,,
651d7416d2ebbd6640a8331a,company,school,male,bouche à oreille,04/010/2023,1696433887733,VRAI,ASSO,"6 Route de Moneteau, Auxerre, France",0,,,
651af61dd2ebbd6640a8296a,company,company,female,entreprise partenaire,02/010/2023,1696266069689,VRAI,SAS,"87 Quai des Queyries, Bordeaux, France",20,,,
651705c3d2ebbd6640a81f7c,company,company,female,bouche à oreille,29/09/2023,1696007799338,VRAI,SAS,"85 Boulevard Marie et Alexandre Oyon, Le Mans, France",0,,,
6516d584d2ebbd6640a81df6,company,school,male,linkedin,29/09/2023,1695996046089,VRAI,MICRO,"23 Rue Berger, Paris, France",0,,,
6516bf02950b955d42c72acd,company,company,male,autre,29/09/2023,1695989582380,VRAI,SAS,"197 Avenue de la République, Bordeaux, France",20,,,
6516bc2a950b955d42c72acb,company,school,female,association partenaire,29/09/2023,1696920850159,VRAI,ASSO,"6 Route de Moneteau, 89000 Auxerre, France",0,1696920850156,,
64f9a02818cd730cf4f4cdd5,company,company,female,autre,07/09/2023,1694425593750,VRAI,SAS,"190 Rue Achard, Bordeaux, France",20,1694425593748,,
64f71b7918cd730cf4f4c7ae,company,school,female,entreprise partenaire,05/09/2023,1697184595073,VRAI,SAS,"16 Boulevard du Jeu de Paume, Montpellier, France",0,1697184595071,,
64f6ec6c3473cc61a0538509,company,school,female,bouche à oreille,05/09/2023,1701342275535,VRAI,ASSO,"9 Rue Bleue, Paris, France",0,1701342275532,,
64f6d6423473cc61a053847b,company,school,female,autre,05/09/2023,1699345110685,VRAI,SARL,63 boulevard Exelmans 75016 Paris,0,1699345093739,,
64f5ebef56981a517a4eb6dc,company,school,male,bouche à oreille,04/09/2023,1699457008054,VRAI,SARL,"25 Rue de l'Université, Lyon, France",20,1699203978798,,
64f1b99188afda3cddd6f980,company,school,female,bouche à oreille,01/09/2023,1693858941300,VRAI,SAS,"29 Rue Robert Caumont, Bordeaux, France",0,1693858941298,,
64f1b33a88afda3cddd6f923,company,company,female,entreprise partenaire,01/09/2023,1700471134134,VRAI,SAS,"2 Boulevard de Strasbourg, Toulouse, France",0,1700471134132,,
64f184be88afda3cddd6f852,company,company,male,bouche à oreille,01/09/2023,1693549758442,VRAI,,,,,,
64f0edd388afda3cddd6f7b9,company,company,female,autre,31/08/2023,1694590983822,VRAI,SAS,"5 Rue Jean Dollfus, Paris, France","5,5",1694590969397,,
64f0961388afda3cddd6f746,company,company,male,bouche à oreille,31/08/2023,1693997347170,VRAI,,,,1693997347168,,
64f0619e88afda3cddd6f6a6,company,school,female,bouche à oreille,31/08/2023,1696939032986,VRAI,ASSO,"29 Avenue Leclerc, Lyon, France",0,1696939020085,,
64ef672788afda3cddd6f4a0,company,school,female,autre,30/08/2023,1693469863019,VRAI,SARL,"2 Avenue de Kaarst, La Madeleine, France",0,1693469273360,,
64ee08ac88afda3cddd6f224,company,school,female,association partenaire,29/08/2023,1695651466173,VRAI,ASSO,"1-3 Rue Maurice Roy, 18000 Bourges, France",20,1695651466171,,
64ecfbc7364aa0079116ae7f,company,company,male,bouche à oreille,28/08/2023,1693252602269,VRAI,SAS,Hduziduevd,0,,,
64ecaad4364aa0079116acf4,company,school,female,entreprise partenaire,28/08/2023,1693475464614,VRAI,SAS,"12 Rue Philippe de Girard, Paris, France","5,5",1693475464612,,
